Overall Rank,Overall Score,Size (acres),Town,Rightmove url,Price,Size (sq ft),£ per 1000 Sq Ft,Price Score,Price Rank,Competition Total,Competition Score,Competition Rank,Population Total,Population Score,Population Rank,Income Average,Income Score,Income Rank,Traffic Total,Traffic Score,Traffic Rank
633,48.44,107.64,LN6 3LH,https://www.rightmove.co.uk/properties/157600811,"£3,000,000","4,688,798 sq ft",639.82,19.99,677,16,19.18,553,56715,0.29,768,15000.00,7.71,634,10386,1.26,301
634,48.41,0.45,L3 9HF,https://www.rightmove.co.uk/properties/161741297,POA,"19,574 sq ft",0.00,20.00,1,57,17.09,890,964085,4.87,136,12175.00,6.26,791,1583,0.19,664
635,48.41,5.44,SY4 3DR,https://www.rightmove.co.uk/properties/151910384,"£1,000,000","236,749 sq ft",4223.88,19.96,707,11,19.44,403,245770,1.24,439,14600.00,7.51,664,2148,0.26,624
636,48.41,10.00,NN16 8NN,https://www.rightmove.co.uk/properties/160833545,"£3,750,000","435,600 sq ft",8608.82,19.92,740,10,19.49,363,85645,0.43,685,13450.00,6.92,735,13522,1.64,223
637,48.40,0.14,SO31 7GG,https://www.rightmove.co.uk/properties/143849075,"£1,850,000","6,000 sq ft",308333.33,17.24,949,30,18.47,772,601670,3.04,217,17333.33,8.91,449,6036,0.73,438
638,48.39,8.40,BA20 2FG,https://www.rightmove.co.uk/properties/158724182,POA,"365,904 sq ft",0.00,20.00,1,7,19.64,247,53920,0.27,777,15600.00,8.02,586,3765,0.46,531
639,48.38,0.00,NW3 5BE,https://www.rightmove.co.uk/properties/147803177,"£2,250,000",Ask agent,0.00,20.00,1,316,3.88,983,2265945,11.44,40,21725.93,11.17,110,15625,1.90,182
640,48.35,0.97,MK40 4FU,https://www.rightmove.co.uk/properties/161536097,"£2,750,000","42,253 sq ft",65084.14,19.42,851,15,19.23,531,249855,1.26,435,16180.00,8.32,556,925,0.11,751
641,48.32,0.00,N2 8AJ,https://www.rightmove.co.uk/properties/157462373,"£3,000,000",Ask agent,0.00,20.00,1,273,6.07,976,2069882,10.45,54,20131.82,10.35,218,11932,1.45,259
642,48.31,0.00,DE6 1AE,https://www.rightmove.co.uk/properties/153061754,"£1,300,000",Ask agent,0.00,20.00,1,21,18.93,664,369420,1.86,351,13300.00,6.84,747,5587,0.68,457
643,48.31,0.00,HG1 1LE,https://www.rightmove.co.uk/properties/140491991,"£1,300,000",Ask agent,0.00,20.00,1,3,19.85,114,100740,0.51,639,15300.00,7.87,613,711,0.09,776
644,48.30,193.46,"10 Risbygate Street
Bury St. Edmunds
IP33 3AA",https://www.rightmove.co.uk/properties/145780199,"£1,800,000","8,427,118 sq ft",213.60,20.00,597,11,19.44,403,44040,0.22,805,14000.00,7.20,703,11880,1.45,261
645,48.27,0.00,NE1 6EE,https://www.rightmove.co.uk/properties/161850794,"£1,750,000",Ask agent,0.00,20.00,1,11,19.44,403,277520,1.40,412,12800.00,6.58,758,6969,0.85,394
646,48.27,1.54,CV1 1DY,https://www.rightmove.co.uk/properties/160847018,POA,"67,082 sq ft",0.00,20.00,1,31,18.42,785,544915,2.75,239,13350.00,6.86,743,1916,0.23,639
647,48.26,5.88,NE4 5BZ,https://www.rightmove.co.uk/properties/156730364,POA,"256,133 sq ft",0.00,20.00,1,7,19.64,247,369670,1.87,350,10075.00,5.18,837,12897,1.57,241
648,48.26,16.31,LN6 3LH,https://www.rightmove.co.uk/properties/155488934,"£1,500,000","710,417 sq ft",2111.44,19.98,694,6,19.69,211,19235,0.10,891,15500.00,7.97,596,4242,0.52,511
649,48.24,0.00,"863
High Road
London
N12 8PT",https://www.rightmove.co.uk/properties/159211586,"£1,100,000",Ask agent,0.00,20.00,1,276,5.92,978,2069882,10.45,54,20269.57,10.42,202,11932,1.45,259
650,48.21,0.21,PO16 7AR,https://www.rightmove.co.uk/properties/149895617,"£1,000,000","9,031 sq ft",110729.71,19.01,875,29,18.52,761,557320,2.81,235,13800.00,7.10,726,6303,0.77,419
651,48.20,150.00,EX1 1QA,https://www.rightmove.co.uk/properties/162666050,"£2,050,000","6,534,000 sq ft",313.74,20.00,648,9,19.54,315,292695,1.48,398,13800.00,7.10,726,739,0.09,773
652,48.20,0.00,"Well House 
The Chipping
Wotton-Under-Edge
GL12 7AD",https://www.rightmove.co.uk/properties/154662884,"£1,175,000",Ask agent,0.00,20.00,1,6,19.69,211,70635,0.36,731,15200.00,7.81,622,2746,0.33,584
653,48.18,66.00,LS1 4AP,https://www.rightmove.co.uk/properties/158112227,POA,"2,874,960 sq ft",0.00,20.00,1,13,19.34,457,760800,3.84,163,8866.67,4.56,861,3633,0.44,548
654,48.17,2.07,BA20 2FG,https://www.rightmove.co.uk/properties/158895347,POA,"90,169 sq ft",0.00,20.00,1,13,19.34,457,35810,0.18,842,15050.00,7.74,631,7524,0.92,382
655,48.16,0.31,BA20 2FG,https://www.rightmove.co.uk/properties/154183163,POA,"13,378 sq ft",0.00,20.00,1,12,19.39,426,84675,0.43,689,12800.00,6.58,758,14514,1.77,201
656,48.16,0.00,PL27 6JU,https://www.rightmove.co.uk/properties/126915524,"£1,200,000",Ask agent,0.00,20.00,1,6,19.69,211,14615,0.07,905,16000.00,8.23,562,1356,0.16,690
657,48.15,0.00,"47 
High Street
Tunbridge Wells
TN1 1XL",https://www.rightmove.co.uk/properties/148102109,"£2,150,000",Ask agent,0.00,20.00,1,6,19.69,211,112610,0.57,617,15300.00,7.87,613,192,0.02,920
658,48.13,0.00,"55 Gatwick Road
Crawley
West Sussex
RH10 9RD",https://www.rightmove.co.uk/properties/155279213,"£1,250,000",Ask agent,0.00,20.00,1,18,19.08,606,142865,0.72,572,15100.00,7.76,629,4645,0.57,492
659,48.11,0.00,BB11 1HH,https://www.rightmove.co.uk/properties/160569140,"£2,000,000",Ask agent,0.00,20.00,1,16,19.18,553,268705,1.36,420,14328.57,7.37,689,1632,0.20,658
660,48.10,0.00,PE21 6HT,https://www.rightmove.co.uk/properties/146621717,"£2,000,000",Ask agent,0.00,20.00,1,12,19.39,426,61725,0.31,756,14800.00,7.61,647,6497,0.79,410
661,48.10,0.00,PO4 0JW,https://www.rightmove.co.uk/properties/158369063,"£1,500,000",Ask agent,0.00,20.00,1,26,18.67,733,393785,1.99,334,14225.00,7.31,698,1005,0.12,739
662,48.07,1.31,"113 New London Road
Chelmsford
Essex CM2 0QT",https://www.rightmove.co.uk/properties/139242248,"£1,150,000","57,064 sq ft",20152.81,19.82,790,9,19.54,315,80690,0.41,703,13766.67,7.08,729,10086,1.23,307
663,48.07,0.70,BA20 2FG,https://www.rightmove.co.uk/properties/135583712,POA,"30,677 sq ft",0.00,20.00,1,12,19.39,426,35810,0.18,842,15050.00,7.74,631,6290,0.77,420
664,48.02,1.00,SG8 9LG,https://www.rightmove.co.uk/properties/162614471,"£1,200,000","43,560 sq ft",27548.21,19.75,809,7,19.64,247,55070,0.28,775,16000.00,8.23,562,1017,0.12,734
665,48.02,44.00,LE11 5RF,https://www.rightmove.co.uk/properties/146717693,"£2,500,000","1,916,640 sq ft",1304.37,19.99,687,14,19.29,492,41870,0.21,809,16300.00,8.38,546,1233,0.15,703
666,48.00,0.00,EX1 1PR,https://www.rightmove.co.uk/properties/160220015,"£4,650,000",Ask agent,0.00,20.00,1,3,19.85,114,25430,0.13,874,15600.00,8.02,586,28,0.00,997
667,47.99,0.22,DY6 7NA,https://www.rightmove.co.uk/properties/153609593,"£1,400,000","9,624 sq ft",145469.66,18.70,892,14,19.29,492,335630,1.69,371,12150.00,6.25,792,16992,2.07,152
667,47.99,0.22,DY6 7NA,https://www.rightmove.co.uk/properties/157491245,"£1,400,000","9,624 sq ft",145469.66,18.70,892,14,19.29,492,335630,1.69,371,12150.00,6.25,792,16992,2.07,152
669,47.98,5.70,PE21 6HT,https://www.rightmove.co.uk/properties/155822612,"£2,300,000","248,292 sq ft",9263.29,19.92,743,12,19.39,426,61060,0.31,759,14800.00,7.61,647,6248,0.76,423
670,47.96,4.95,PE21 6HT,https://www.rightmove.co.uk/properties/120336632,"£3,250,000","215,622 sq ft",15072.67,19.87,773,12,19.39,426,61725,0.31,756,14800.00,7.61,647,6497,0.79,410
671,47.94,0.00,"2b Station Road West
Stowmarket
IP14 1ES",https://www.rightmove.co.uk/properties/159496982,"£1,250,000",Ask agent,0.00,20.00,1,11,19.44,403,46390,0.23,797,14000.00,7.20,703,8819,1.07,341
671,47.94,0.00,IP32 7EW,https://www.rightmove.co.uk/properties/159660431,"£1,250,000",Ask agent,0.00,20.00,1,11,19.44,403,46390,0.23,797,14000.00,7.20,703,8819,1.07,341
673,47.93,0.00,SO21 3NZ,https://www.rightmove.co.uk/properties/161110841,"£1,012,000",Ask agent,0.00,20.00,1,7,19.64,247,151920,0.77,557,14600.00,7.51,664,88,0.01,965
674,47.93,0.00,SS7 5HZ,https://www.rightmove.co.uk/properties/142842623,"£10,000,000",Ask agent,0.00,20.00,1,9,19.54,315,106765,0.54,630,9850.00,5.06,840,22863,2.78,104
675,47.92,2.48,WD3 1AY,https://www.rightmove.co.uk/properties/161565500,"£1,150,000","108,029 sq ft",10645.29,19.90,752,22,18.88,688,195900,0.99,487,15766.67,8.11,573,313,0.04,873
676,47.91,0.00,DH1 3NU,https://www.rightmove.co.uk/properties/154865840,"£1,000,000",Ask agent,0.00,20.00,1,7,19.64,247,182110,0.92,500,14266.67,7.34,696,114,0.01,955
677,47.89,62.98,"West Wing
Lindon Square
146 Kings Road
Bury St Edmunds
IP33 3DJ",https://www.rightmove.co.uk/properties/162195218,"£1,050,000","2,743,409 sq ft",382.74,20.00,660,2,19.90,84,14395,0.07,906,15400.00,7.92,609,61,0.01,978
678,47.89,6.05,CM3 3FE,https://www.rightmove.co.uk/properties/161808074,Sale by Tender,"263,538 sq ft",0.00,20.00,1,12,19.39,426,208585,1.05,474,12650.00,6.50,766,7790,0.95,370
679,47.89,2.28,LN2 1EW,https://www.rightmove.co.uk/properties/138490574,"£2,000,000","99,100 sq ft",20181.63,19.82,791,10,19.49,363,160195,0.81,535,14800.00,7.61,647,1348,0.16,692
680,47.89,0.00,TQ12 2HP,https://www.rightmove.co.uk/properties/160028717,"£1,350,000",Ask agent,0.00,20.00,1,12,19.39,426,86485,0.44,682,15600.00,8.02,586,352,0.04,861
681,47.87,313.49,IP9 2BJ,https://www.rightmove.co.uk/properties/161724932,"£2,950,000","13,655,624 sq ft",216.03,20.00,600,7,19.64,247,83530,0.42,694,14000.00,7.20,703,4982,0.61,479
682,47.85,190.57,LN6 3SE,https://www.rightmove.co.uk/properties/154152554,"£1,600,000","8,301,229 sq ft",192.74,20.00,587,9,19.54,315,85425,0.43,686,13450.00,6.92,735,7965,0.97,363
683,47.85,148.10,LN6 3SE,https://www.rightmove.co.uk/properties/154152287,"£1,300,000","6,451,236 sq ft",201.51,20.00,590,9,19.54,315,85425,0.43,686,13450.00,6.92,735,7965,0.97,363
684,47.84,8.82,HG1 1TS,https://www.rightmove.co.uk/properties/161152919,POA,"384,199 sq ft",0.00,20.00,1,20,18.98,641,353230,1.78,359,10750.00,5.53,832,12760,1.55,244
685,47.84,0.65,"Highfield Court
Highfield Road
Oakley
Bedford
MK43 7TA",https://www.rightmove.co.uk/properties/160976774,Sale by Tender,"28,314 sq ft",0.00,20.00,1,14,19.29,492,193850,0.98,492,14300.00,7.35,690,1851,0.23,643
686,47.84,0.10,TN13 1UT,https://www.rightmove.co.uk/properties/161164190,"£1,500,000","4,424 sq ft",339059.67,16.97,955,9,19.54,315,147860,0.75,568,19550.00,10.05,271,4371,0.53,501
687,47.83,0.00,BN1 1YA,https://www.rightmove.co.uk/properties/154425245,"£4,000,000",Ask agent,0.00,20.00,1,24,18.78,718,463100,2.34,301,12933.33,6.65,755,572,0.07,806
688,47.82,0.00,NG2 6AU,https://www.rightmove.co.uk/properties/153774086,Offers Invited,Ask agent,0.00,20.00,1,17,19.13,589,347290,1.75,363,13300.00,6.84,747,822,0.10,764
689,47.82,0.00,IP9 2BJ,https://www.rightmove.co.uk/properties/161723132,"£6,900,000",Ask agent,0.00,20.00,1,8,19.59,273,83530,0.42,694,14000.00,7.20,703,4982,0.61,479
689,47.82,0.00,IP9 2BJ,https://www.rightmove.co.uk/properties/161724683,"£2,600,000",Ask agent,0.00,20.00,1,8,19.59,273,83530,0.42,694,14000.00,7.20,703,4982,0.61,479
691,47.82,0.00,CB2 9LS,https://www.rightmove.co.uk/properties/162302969,"£1,900,000",Ask agent,0.00,20.00,1,10,19.49,363,74555,0.38,724,15100.00,7.76,629,1531,0.19,669
692,47.81,0.00,NR30 1RN,https://www.rightmove.co.uk/properties/89196988,POA,Ask agent,0.00,20.00,1,25,18.72,726,155865,0.79,546,16100.00,8.28,559,213,0.03,912
693,47.81,60.29,PL14 4BE,https://www.rightmove.co.uk/properties/157319279,"£1,100,000","2,626,232 sq ft",418.85,20.00,664,5,19.74,177,34020,0.17,847,15300.00,7.87,613,270,0.03,884
694,47.81,0.00,HR9 7QQ,https://www.rightmove.co.uk/properties/161883743,"£1,600,000",Ask agent,0.00,20.00,1,6,19.69,211,19040,0.10,892,15300.00,7.87,613,1251,0.15,701
695,47.80,0.00,YO17 7LP,https://www.rightmove.co.uk/properties/160841117,"£1,020,000",Ask agent,0.00,20.00,1,3,19.85,114,22110,0.11,882,15200.00,7.81,622,243,0.03,897
696,47.80,50.98,EX1 1PR,https://www.rightmove.co.uk/properties/151120769,"£1,365,000","2,220,689 sq ft",614.67,19.99,674,12,19.39,426,164395,0.83,527,14700.00,7.56,660,254,0.03,890
697,47.79,0.36,"Beech House 
Anchorage Avenue
Shrewsbury Business Park
Shrewsbury
SY2 6FG",https://www.rightmove.co.uk/properties/157551329,"£2,500,000","15,700 sq ft",159235.67,18.58,898,13,19.34,457,90525,0.46,669,16900.00,8.69,501,5998,0.73,439
698,47.79,0.00,"1
The Mall
Clifton
Bristol
BS8 4DP",https://www.rightmove.co.uk/properties/161779256,POA,Ask agent,0.00,20.00,1,16,19.18,553,148630,0.75,566,15200.00,7.81,622,329,0.04,867
699,47.79,0.00,"Essex
CM3 6HQ",https://www.rightmove.co.uk/properties/154326218,"£1,788,000",Ask agent,0.00,20.00,1,3,19.85,114,113710,0.57,615,14200.00,7.30,699,537,0.07,813
700,47.78,0.00,TQ1 4NA,https://www.rightmove.co.uk/properties/153885641,"£1,395,000",Ask agent,0.00,20.00,1,27,18.62,747,204450,1.03,478,15766.67,8.11,573,197,0.02,916
701,47.76,45.00,"158 High Street
Tonbridge
TN9 1BB",https://www.rightmove.co.uk/properties/149493434,"£1,500,000","1,960,200 sq ft",765.23,19.99,680,9,19.54,315,137200,0.69,582,14400.00,7.40,684,1041,0.13,727
702,47.75,213.99,LE13 1QF,https://www.rightmove.co.uk/properties/161617883,"£2,000,000","9,321,404 sq ft",214.56,20.00,598,8,19.59,273,95445,0.48,651,14700.00,7.56,660,1028,0.13,731
703,47.75,8.44,SP7 8JU,https://www.rightmove.co.uk/properties/145872554,"£1,100,000","367,646 sq ft",2992.01,19.97,702,16,19.18,553,35025,0.18,844,15150.00,7.79,628,5186,0.63,472
704,47.73,53.24,EX1 1PR,https://www.rightmove.co.uk/properties/156528410,"£1,650,000","2,319,134 sq ft",711.47,19.99,679,10,19.49,363,41290,0.21,811,14800.00,7.61,647,3502,0.43,554
705,47.72,6.50,"Winchester House
Deane Gate Avenue
Taunton
TA1 2UH",https://www.rightmove.co.uk/properties/159271268,"£1,550,000","283,096 sq ft",5475.17,19.95,718,14,19.29,492,74195,0.37,726,15750.00,8.10,579,88,0.01,965
706,47.72,0.00,PR9 0PG,https://www.rightmove.co.uk/properties/155964737,"£1,100,000",Ask agent,0.00,20.00,1,7,19.64,247,132380,0.67,590,13350.00,6.86,743,4476,0.54,495
707,47.72,809.51,"Global House
Hindlip Lane
Worcester
WR3 8SB",https://www.rightmove.co.uk/properties/159440006,"£13,250,000","35,262,256 sq ft",375.76,20.00,659,14,19.29,492,53230,0.27,780,13950.00,7.17,715,8174,0.99,355
708,47.72,0.16,RM20 3LH,https://www.rightmove.co.uk/properties/157569608,"£1,500,000","7,000-11,000 sq ft",214285.71,18.08,919,42,17.86,849,581670,2.94,221,16660.00,8.57,526,2249,0.27,617
709,47.69,0.00,YO1 6LF,https://www.rightmove.co.uk/properties/161993660,"£5,500,000",Ask agent,0.00,20.00,1,8,19.59,273,24875,0.13,875,15500.00,7.97,596,59,0.01,982
709,47.69,0.00,YO1 6LF,https://www.rightmove.co.uk/properties/162303053,"£1,800,000",Ask agent,0.00,20.00,1,8,19.59,273,24875,0.13,875,15500.00,7.97,596,59,0.01,982
709,47.69,0.00,YO1 6LF,https://www.rightmove.co.uk/properties/162303020,"£1,750,000",Ask agent,0.00,20.00,1,8,19.59,273,24875,0.13,875,15500.00,7.97,596,59,0.01,982
709,47.69,0.00,YO1 6LF,https://www.rightmove.co.uk/properties/162302459,"£1,350,000",Ask agent,0.00,20.00,1,8,19.59,273,24875,0.13,875,15500.00,7.97,596,59,0.01,982
713,47.69,3.14,BB8 0LG,https://www.rightmove.co.uk/properties/139960457,"£1,200,000","136,778 sq ft",8773.34,19.92,742,6,19.69,211,114850,0.58,614,12400.00,6.38,778,9199,1.12,327
714,47.68,0.00,"Mevagissey 
Cornwall
PL26 6SA",https://www.rightmove.co.uk/properties/122350841,"£1,000,000",Ask agent,0.00,20.00,1,2,19.90,84,40070,0.20,819,14500.00,7.46,674,998,0.12,740
714,47.68,0.00,"Mevagissey 
Cornwall
PL26 6SA",https://www.rightmove.co.uk/properties/122350862,"£2,000,000",Ask agent,0.00,20.00,1,2,19.90,84,40070,0.20,819,14500.00,7.46,674,998,0.12,740
716,47.67,392.15,YO1 7DJ,https://www.rightmove.co.uk/properties/158572124,"£3,900,000","17,082,054 sq ft",228.31,20.00,608,1,19.95,61,16695,0.08,899,14500.00,7.46,674,1528,0.19,670
717,47.66,0.00,NE4 5BZ,https://www.rightmove.co.uk/properties/158214659,POA,Ask agent,0.00,20.00,1,36,18.16,824,723310,3.65,175,8262.50,4.25,868,13142,1.60,232
718,47.66,59.12,BA6 9DS,https://www.rightmove.co.uk/properties/156111836,"£3,750,000","2,575,267 sq ft",1456.16,19.99,689,10,19.49,363,62495,0.32,754,14866.67,7.64,642,1815,0.22,646
719,47.63,22.00,"22 Dean Street
Newcastle Upon Tyne
NE1 1PG",https://www.rightmove.co.uk/properties/158104502,POA,"958,320 sq ft",0.00,20.00,1,19,19.03,622,446515,2.25,312,11783.33,6.06,807,2397,0.29,609
720,47.63,307.19,TN21 8JD,https://www.rightmove.co.uk/properties/160164755,"£4,225,000","13,381,196 sq ft",315.74,20.00,649,4,19.80,140,126880,0.64,598,13900.00,7.15,717,405,0.05,846
721,47.62,0.00,"Connect UK Auctions
Head Office
Richmond House
105 High Street
Crawley
West Sussex
RH10 1DD",https://www.rightmove.co.uk/properties/162537026,"£2,500,000",Ask agent,0.00,20.00,1,23,18.83,703,268530,1.36,421,11750.00,6.04,808,11492,1.40,272
722,47.60,0.00,LE13 1NN,https://www.rightmove.co.uk/properties/155619428,"£1,200,000",Ask agent,0.00,20.00,1,11,19.44,403,103425,0.52,637,14400.00,7.40,684,1939,0.24,637
723,47.60,9.00,BN11 1TF,https://www.rightmove.co.uk/properties/157766549,"£4,250,000","392,040 sq ft",10840.73,19.90,753,8,19.59,273,64190,0.32,749,7800.00,4.01,874,30992,3.77,59
724,47.60,0.00,PE9 2JL,https://www.rightmove.co.uk/properties/162018728,"£2,700,000",Ask agent,0.00,20.00,1,7,19.64,247,94575,0.48,654,14500.00,7.46,674,170,0.02,928
725,47.57,0.00,TR1 2PY,https://www.rightmove.co.uk/properties/156710189,"£1,200,000",Ask agent,0.00,20.00,1,19,19.03,622,85130,0.43,688,15600.00,8.02,586,762,0.09,771
726,47.54,0.10,CM2 6JY,https://www.rightmove.co.uk/properties/150488774,"£1,250,000","4,356 sq ft",286960.51,17.44,946,35,18.21,816,498285,2.51,267,18100.00,9.31,380,592,0.07,798
727,47.51,1.23,NG2 1AE,https://www.rightmove.co.uk/properties/144963827,POA,"53,579 sq ft",0.00,20.00,1,26,18.67,733,260520,1.31,426,9933.33,5.11,838,19831,2.41,123
728,47.50,0.00,TR1 2PY,https://www.rightmove.co.uk/properties/162266957,"£1,000,000",Ask agent,0.00,20.00,1,8,19.59,273,67905,0.34,742,14600.00,7.51,664,460,0.06,831
729,47.47,0.26,DY6 7NA,https://www.rightmove.co.uk/properties/159723476,"£1,300,000","11,142 sq ft",116675.64,18.96,878,29,18.52,761,864675,4.36,149,9866.67,5.07,839,4568,0.56,493
730,47.44,0.00,DT10 1AR,https://www.rightmove.co.uk/properties/162491753,"£1,000,000",Ask agent,0.00,20.00,1,13,19.34,457,36885,0.19,837,14400.00,7.40,684,4234,0.52,512
731,47.43,3.78,RH10 8JE,https://www.rightmove.co.uk/properties/128000036,"£2,000,000","164,657 sq ft",12146.46,19.89,758,22,18.88,688,226820,1.14,457,11900.00,6.12,800,11485,1.40,273
732,47.42,2.20,SP4 6NQ,https://www.rightmove.co.uk/properties/159949328,"£2,400,000","95,832 sq ft",25043.83,19.78,803,31,18.42,785,220670,1.11,462,12800.00,6.58,758,12575,1.53,246
733,47.41,0.13,"23 
Stoneleigh Broadway
Stoneleigh
Ewell
Epsom
KT17 2JE",https://www.rightmove.co.uk/properties/162652052,"£1,200,000","5,447 sq ft",220304.75,18.03,921,81,15.87,922,882169,4.45,146,17541.18,9.02,434,333,0.04,866
734,47.40,0.00,"Priestpopple
Hexham
NE46 1PS",https://www.rightmove.co.uk/properties/162375494,"£1,900,000",Ask agent,0.00,20.00,1,5,19.74,177,19620,0.10,889,14700.00,7.56,660,14,0.00,1003
735,47.39,0.00,PO19 8FX,https://www.rightmove.co.uk/properties/141816056,"£2,500,000",Ask agent,0.00,20.00,1,24,18.78,718,197170,1.00,486,14550.00,7.48,672,1176,0.14,710
736,47.36,0.00,PE21 6QW,https://www.rightmove.co.uk/properties/161972279,"£5,000,000",Ask agent,0.00,20.00,1,12,19.39,426,61765,0.31,755,14800.00,7.61,647,435,0.05,841
737,47.27,0.29,HA5 5PJ,https://www.rightmove.co.uk/properties/157096067,"£4,500,000","12,578 sq ft",357767.53,16.80,960,191,10.26,963,1723034,8.70,68,19619.05,10.09,264,11721,1.43,265
738,47.27,1.10,RM20 3LH,https://www.rightmove.co.uk/properties/160101515,"£3,250,000","47,916 sq ft",67827.03,19.39,856,70,16.43,913,393815,1.99,333,17388.89,8.94,444,4234,0.52,512
739,47.23,0.26,EC2A 3DH,https://www.rightmove.co.uk/properties/87146241,"£7,250,000","11,256 sq ft",644100.92,14.24,981,344,2.45,989,3661368,18.48,5,18688.24,9.61,335,20162,2.45,121
740,47.21,0.00,Hailsham,https://www.rightmove.co.uk/properties/144507038,"£1,399,950",Ask agent,0.00,20.00,1,5,19.74,177,210645,1.06,471,12400.00,6.38,778,252,0.03,893
741,47.20,11.80,CM2 5LB,https://www.rightmove.co.uk/properties/148257770,"£5,000,000","514,008 sq ft",9727.48,19.91,746,9,19.54,315,92395,0.47,659,12400.00,6.38,778,7435,0.90,386
742,47.19,484.27,CB2 9LD,https://www.rightmove.co.uk/properties/162258917,"£2,500,000","21,094,801 sq ft",118.51,20.00,571,4,19.80,140,38485,0.19,824,13450.00,6.92,735,2369,0.29,612
743,47.18,0.00,SG7 6AR,https://www.rightmove.co.uk/properties/148398008,"£1,500,000",Ask agent,0.00,20.00,1,10,19.49,363,98180,0.50,646,12566.67,6.46,775,6064,0.74,435
743,47.18,0.00,"Hitchin
SG5 1HX",https://www.rightmove.co.uk/properties/148447376,"£1,500,000",Ask agent,0.00,20.00,1,10,19.49,363,98180,0.50,646,12566.67,6.46,775,6064,0.74,435
745,47.17,171.37,LN6 3LH,https://www.rightmove.co.uk/properties/162594356,"£1,360,000","7,464,877 sq ft",182.19,20.00,585,9,19.54,315,43580,0.22,806,14100.00,7.25,702,1301,0.16,694
746,47.09,0.00,DT10 1AR,https://www.rightmove.co.uk/properties/151945025,"£6,000,000",Ask agent,0.00,20.00,1,14,19.29,492,39965,0.20,821,14400.00,7.40,684,1623,0.20,659
747,47.06,0.00,BA11 1AR,https://www.rightmove.co.uk/properties/149586962,"£4,850,000",Ask agent,0.00,20.00,1,6,19.69,211,40365,0.20,818,13800.00,7.10,726,524,0.06,815
748,47.05,0.82,NN14 4LJ,https://www.rightmove.co.uk/properties/137462414,"£1,000,000","35,719 sq ft",27996.30,19.75,812,4,19.80,140,21065,0.11,884,14300.00,7.35,690,394,0.05,850
749,47.03,0.21,"One Strawberry Lane
Newcastle Upon Tyne
NE1 4BX",https://www.rightmove.co.uk/properties/160341275,"£3,220,000","9,360-31,732 sq ft",344017.09,16.93,956,34,18.27,810,718370,3.63,179,12957.14,6.66,754,12734,1.55,245
750,47.02,0.00,"18th Floor
103 Colmore Row
Birmingham
B3 3AG",https://www.rightmove.co.uk/properties/148343387,"£2,500,000",Ask agent,0.00,20.00,1,47,17.60,861,1569805,7.92,78,0.00,0.00,894,12300,1.50,255
